,date,title,links,description
127,21.06.16,"[단독] 숨진 34㎏ 남성, 실종 신고 · 친구 고소했지만…","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006358121"",""링크"")","한 20대 남성이 오피스텔에 함께 살던 친구들로부터 학대에 시달리다가 심각한 영양실조 상태로 숨졌다고 전해드렸는데, 이 남성의 사망 보름 전까지…"
128,21.06.16,"[단독] '34㎏' 숨진 남성 가족, 지난해 10월에도 실종 신고","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006358188"",""링크"")",몸무게 34kg 영양실조 상태로 서울의 오피스텔에서 숨진 채 발견된 20살 남성의 가족이 지난해 10월에도 경찰에 실종 신고를 했던 걸로 확인됐…
129,21.06.16,"[단독] 한밤중 문 '쾅쾅' 옆집 남자, 알고 보니 성폭행 전과자","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006358178"",""링크"")","지난 4월 9일 자정, 누군가 혼자 사는 여성 A 씨 집 창문을 거칠게 잡아 흔들었습니다. 놀란 A 씨가 누구냐고 묻자 이번엔 현관문을 마구 두…"
130,21.06.16,"[단독] 숨진 34㎏ 20대 남, 8개월 전 ""네 차례 맞았다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006358022"",""링크"")",서울의 한 오피스텔에서 몸무게 34kg 영양실조 상태로 숨진 채 발견된 20살 남성이 8개월 전 친구 2명을 고소하면서 네 차례 상습적인 폭행을…
131,21.06.16,"[단독] 수배 중인 남성, 성폭행 시도하다가 검거","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006357549"",""링크"")",보호관찰 위반 등 혐의로 수배를 받고 있던 한 남성이 모르는 여성을 상대로 성폭행을 시도했다가 경찰에 붙잡혔습니다. 서울 강동경찰서는 오늘 새벽…
132,21.06.15,"[단독] ""백신 또 맞으라…혜택 없다"" 소외된 미 군무원","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006356653"",""링크"")",코로나 백신을 맞으면 해외에 다녀올 때 격리 면제 같은 다양한 혜택이 주어지죠. 다음 달부터는 다른 나라에서 백신을 맞은 사람도 혜택을 누리게 …
133,21.06.15,[단독] 눈뼈 부러지도록 버스기사 폭행…잡고 보니 수배자,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006356655"",""링크"")",마스크를 쓰지 않고 버스를 타려다가 승차를 거부당한 남성이 버스기사를 마구 폭행하고 달아났습니다. 피해 기사는 눈 주위 뼈가 부러질 만큼 크게 …
134,21.06.15,[단독] 눈뼈 부러지도록 버스기사 폭행…잡고 보니 수배자,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006356688"",""링크"")",마스크를 쓰지 않아 버스 승차를 거부당한 남성이 버스기사를 때리고 도망갔다가 경찰에 붙잡혔습니다. 오늘 서울 동대문경찰서는 버스기사를 폭행한 혐…
135,21.06.15,"[단독] 만취 경찰 간부, 20대 출동 경찰 폭행해 입건","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006356136"",""링크"")",서울경찰청 소속인 한 50대 경찰 간부가 술에 취해 출동한 경찰관을 폭행한 혐의로 수사를 받고 있는 걸로 확인됐습니다. SBS 취재에 따르면 인…
136,21.06.14,"[단독] '약물 소지' 송승준, 72경기 출전 정지 '중징계'","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006355157"",""링크"")",프로야구 롯데 송승준 투수가 금지 약물을 소지한 혐의로 72경기 출전 정지라는 중징계를 받았습니다. 송승준은 억울함을 호소하며 법적 대응에 나서…
137,21.06.14,"[단독] ""얘기할 상담관도 없었다""…직무유기 고발 검토","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006355132"",""링크"")",공군 부사관 성추행 사망사건과 관련해서 늑장 보고로 질타를 받았던 공군 양성평등센터가 피해자 상담도 부실하게 했었다는 의혹이 제기됐습니다. 저희…
138,21.06.14,[단독] 늑장 보고에 부실 상담 의혹까지…'직무유기' 고발 검토,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006355201"",""링크"")",공군 중사 성추행 사망사건과 관련해 늑장 보고로 질타를 받았던 공군 양성평등센터가 피해자 상담도 부실하게 진행했다는 의혹이 제기됐습니다. SBS…
139,21.06.14,"[단독] 강남 3인조 강도 중 1명, 경찰에 쫓기다 뺑소니까지","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006354310"",""링크"")",서울 강남구 개포동의 한 아파트에 택배기사로 위장 침입해 강도 행각을 벌인 3명 가운데 1명이 뺑소니 사고를 냈다가 경찰에 붙잡혔습니다. 서울 …
140,21.06.13,"[단독] 정부, '후쿠시마 오염수 양자협의체' 일본에 제안","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006353852"",""링크"")","우리 정부가 후쿠시마원전 오염수 처리 문제와 관련해 양자협의체를 구성하자고, 일본에 공식 제안했습니다. 우리는 바로 옆 나라인 만큼 국제기구 검…"
141,21.06.11,"[단독] ""너도 방역 위반 문제 돼""…'2차 가해' 영장 방침","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352538"",""링크"")",공군 A 중사 사망 사건을 수사하고 있는 국방부 합동수사단이 2차 가해 증거를 확보한 것으로 알려졌습니다. 한 상관은 방역지침을 위반한 회식에 …
142,21.06.11,"[단독] ""'철거왕' 업체 작업 참여…불법 재하도급 수사""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352532"",""링크"")",이런 가운데 경찰이 철거 과정에서 불법 재하도급이 있었는지 확인한 것으로 알려졌습니다. 특히 과거 '철거왕'으로 불렸던 업자가 운영했던 업체가 …
143,21.06.11,"[단독] ""건물로 들어간 굴착기…천장 뜯으려다 붕괴""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352530"",""링크"")",경찰은 건물이 무너지기 전 굴착기가 건물 안에서 철거작업을 벌였다는 진술을 확보했습니다. 건물 안에는 철거작업에 필요한 지지대도 설치하지 않았고…
144,21.06.11,"[단독] ""너도 방역수칙 위반 문제될 것""…2차 가해 증거 확보","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352577"",""링크"")",공군 중사 성추행 사망 사건을 수사하고 있는 국방부 합동수사단이 A 중사 상관들의 2차 가해 입증 증거를 확보한 것으로 알려졌습니다. 앞서 합동…
145,21.06.11,"[단독] 경찰 ""굴착기 건물 안에서 작업하다가 붕괴""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352573"",""링크"")","광주 재개발구역 철거 건물 붕괴 사고를 수사하고 있는 경찰이, 사고 직전 굴착기가 건물 안으로 들어가 철거 작업을 벌인 것으로 파악됐다고 밝혔습…"
146,21.06.11,[단독] 모텔에서 검거된 미성년자…불법 촬영물 170여 건 발견,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006352352"",""링크"")",어제 새벽 2시쯤 서울 서대문구 신촌 인근 모텔에서 불법촬영물 170여 개를 가지고 있었던 미성년자 A 군이 검거됐습니다. A 군은 휴대전화에 …
147,21.06.10,"[단독] ""먹고 배탈 나"" 협박…마트 울린 일당 7명 입건","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006351247"",""링크"")",코로나 시대에 가뜩이나 힘겨운 자영업자들을 속여 수천만 원을 뜯어낸 일당이 경찰에 붙잡혔습니다. 전국을 돌며 마트에서 유통기한이 지난 상품만 골…
148,21.06.10,"[단독] ""'독도' 정치 선전 아냐""…IOC, 일본 주장 베꼈다","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006351245"",""링크"")",일본이 도쿄올림픽 홈페이지에 독도 표기를 고집하면서 대한체육회가 국제올림픽위원회 IOC 위원장에게 중재를 요구하는 서한을 보냈죠. 저희 취재 결…
149,21.06.10,[단독] 또 드러난 성범죄…육군 대대장 성폭행 혐의 추가,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006351241"",""링크"")",육군의 한 대대장이 여군을 성추행한 혐의로 구속영장이 청구됐다고 어제 저희가 전해드렸습니다. 그런데 추가 취재한 결과 성폭행 혐의도 포함된 것으…
150,21.06.10,[단독] 퇴실 뒤 강남 호텔에 주사기…2천 명분 필로폰 압수,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006351123"",""링크"")",마약 투약 용도의 주사기를 호텔에 남겨두고 퇴실했다가 40대 남녀가 경찰에 붙잡혔습니다. 서울 강남경찰서는 어제 강남 소재 한 호텔에서 44살 …
151,21.06.09,"[단독] 네이버 노조 ""스톡옵션으로 압박""…""족쇄 같다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349727"",""링크"")","직원들에게 성과 보상으로 스톡옵션을 주는 IT 기업들이 있죠. 네이버도 이 제도를 시행하고 있는데요, 그런데 최근 과도한 업무 스트레스를 호소하…"
152,21.06.09,[단독] 유아 수납장서 카드뮴 나왔는데…한 색깔만 리콜,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349722"",""링크"")","시중에서 팔고 있는 유아용 수납장에서 인체에 해로운 카드뮴이 기준치보다 높게 나왔습니다. 해당 제품에 리콜 명령이 떨어졌는데, 어찌 된 일인지 …"
153,21.06.09,"[단독] 이번엔 육군…""중령이 여군 3명 상습 성추행""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349710"",""링크"")",이런 가운데 공군뿐 아니라 육군에서도 최근 성추행 피해 신고가 있었다는 사실이 확인됐습니다. 수사 결과 한 부대의 대대장이 상습적으로 간부들을 …
154,21.06.09,[단독] 진단서 내도 어물쩍…파문 일자 '높은 형량' 적용,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349709"",""링크"")",이번 사건에서 반드시 밝혀져야 할 부분 가운데 하나가 바로 초기 수사 과정에서 군이 사건을 축소하고 또 은폐하려 했다는 의혹입니다. 저희 취재 …
155,21.06.09,"[단독] ""AZ 모자라니 얀센 잔여량이라도 접종""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349714"",""링크"")","추가 확진자는 나흘 만에 다시 600명을 넘어섰습니다. 백신 접종자도 꾸준히 늘고 있는데, 사전예약률도 높아서 60살 이상 어르신들이 맞을 아스…"
156,21.06.09,"[단독] 장교 · 부사관 3명 성추행…총장 보고에 1일, 영장 청구에 3주","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349736"",""링크"")",육군 모 부대의 대대장이 상습적으로 장교와 부사관들을 성추행한 혐의가 적발돼 오늘 구속영장이 청구된 것으로 SBS 취재 결과 확인됐습니다. 복수…
157,21.06.09,[단독] 카드뮴 나온 유아 수납장…한 색깔만 리콜?,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349637"",""링크"")",국내 한 업체에서 판매 중인 유아용 수납장에서 카드뮴이 검출됐습니다. 국가기술표준원은 3~5월에 실시한 중점 관리 품목 안전성 조사 결과 유아용…
158,21.06.09,"[단독] 법원, '금품 수수 의혹' 현직 부장판사에 징계 청구","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006349430"",""링크"")",사업가로부터 금품을 받았다는 의혹이 제기된 현직 부장판사에 대해 법원이 징계를 청구한 것으로 SBS 취재 결과 확인됐습니다. 오늘 법조계에 따르…
159,21.06.08,[단독] 제로페이 살린다더니…가입 수당 빼먹은 공무원,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006348150"",""링크"")",3년 전 서울시는 소상공인의 카드 결제 수수료 부담을 줄여주기 위해 '제로페이'라는 결제 서비스를 도입했습니다. 그런데 도입 초반 소상공인들의 …
160,21.06.08,[단독] 인사 기록에 '성폭력 휴직'…전역 때까지 꼬리표,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006348138"",""링크"")",군이 바꿔야 할 것은 사법체계뿐만이 아닙니다. 저희가 군대에서 있었던 또 다른 성범죄 사건을 취재해봤더니 군 인사관리시스템에도 문제가 있었습니다…
161,21.06.08,[단독] 공군총장 직무감찰 착수…'현역' 유지한 채 조사,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006348134"",""링크"")",공군 부사관 사망사건 속보 이어가겠습니다. 성추행 사건 이후 공군 지휘부의 대응과 조치가 적절했었는지 살펴보고 있는 국방부가 이성용 공군참모총장…
162,21.06.08,"[단독] ""여기로 송금""…제로페이 수당이 공무원 '용돈'","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006348183"",""링크"")",제로페이 가맹점을 모으는 민간인 서포터즈에게 지급돼야 할 제로페이 수당을 서울 한 동사무소 공무원들이 받아 챙겼다가 지난 4월 국민권익위로부터 …
163,21.06.08,[단독] 공군총장 직무감찰 착수…'현역' 유지한 채 조사,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006348143"",""링크"")",국방부가 성추행 피해 부사관 사망사건에 제대로 대응하지 못했다는 비판을 받고 있는 이성용 참모총장 등 공군본부 지휘부에 대해 직무감찰에 착수했습…
164,21.06.07,[단독] 10대 여학생에 성매매 강요…은밀한 조직 수사,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006346740"",""링크"")",돈 벌게 해준다며 10대 여학생들을 유인해 조직적으로 성매매를 강요하고 이득을 착취한 일당이 취재 결과 드러났습니다. 수십 명의 피해자들 중에는…
165,21.06.07,[단독] 10대 여학생 조직적 성착취 '대포폰에 채팅 앱까지',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006346659"",""링크"")",오늘 SBS 8뉴스에선 쉽게 돈을 벌게 해준다며 10대 여학생들을 유인해 조직적으로 성매매를 강요해 이득을 착취한 일당을 고발합니다. G1 방송…
166,21.06.06,"[단독] ""몸 곳곳 멍 · 상처""…장애인시설서 10대 사망","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006345384"",""링크"")",전남 화순의 한 장애인시설에서 생활하던 10대 지적장애인이 숨진 채 발견됐습니다. 유족들은 멀쩡했던 아이의 몸 곳곳에서 멍과 상처가 발견됐다며 …
167,21.06.06,[단독] 군사경찰 · 간부 줄소환…부실 수사 추궁,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006345378"",""링크"")","수사는 뒤늦게나마 속도를 내고 있습니다. 국방부 합동수사단이 어제와 오늘, 20전투비행단 소속 군사경찰과 간부들을 잇따라 불러 조사한 것으로 확…"
168,21.06.04,[단독] 정식기소 의견 냈는데 약식기소…사면 의식했나,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006344101"",""링크"")",검찰이 수면마취제인 프로포폴을 불법 투약한 혐의로 이재용 삼성 부회장을 벌금 5천만 원에 약식기소했습니다. 저희 취재 결과 수사팀과 전문검사자문…
169,21.06.04,"[단독] ""조카처럼 챙긴다던 상사가 회유""…증거 제출","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006344092"",""링크"")",피해자 가족 측은 부대 상관들이 성추행 사건을 보고받은 이후에 피해자를 조직적으로 회유하려고 했던 증거들을 조금 전 합동 수사단에 제출한 것으로…
170,21.06.04,"[단독] ""옷 산다며 찾아와 성추행"" 당근마켓 이용자 수사","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006343558"",""링크"")",중고거래 앱 당근마켓에서 옷을 팔려던 30대 여성이 구매자로 접촉해온 남성으로부터 성추행을 당했다는 신고가 접수돼 경찰이 수사에 나섰습니다. 서…
171,21.06.03,"[단독] '박원순 위원회' 유지냐, 폐지냐…갈등 예고","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006342854"",""링크"")","서울시에는 민주주의위원회라는 조직이 있습니다. 시장 직속 기구로, 박원순 전 시장 때 만들어진 겁니다. 시민이 직접 예산을 제안하고 집행하도록 …"
172,21.06.03,"[단독] ""힘없던 독립운동 찬양…K팝 질 낮아"" 오류투성이","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006342839"",""링크"")",외국에서 만든 한국 관광 안내 책자 가운데 잘못된 정보가 들어 있는 것들이 여전히 많습니다. 특히 한 영국 출판사가 만든 관광 안내서에는 우리 …
173,21.06.03,"[단독] 가해자에 시간 벌어준 공군…""장관 지시 묵살 조사""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006342833"",""링크"")",국방부 합동수사단은 성추행 사건 이후 해당 부대의 수사 기관에서 제대로 조사가 이루어졌는지 현재 들여다보고 있는 걸로 확인됐습니다. 특히 지난달…
174,21.06.03,"[단독] 20비행단 검·경부터 수사…""공군 총장까지 수사 확대""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006342894"",""링크"")",국방부 합동수사단이 석 달 동안 사건을 끌었던 20 전투비행단 수사기관들을 먼저 들여다보는 것으로 확인됐습니다. 국방장관 지시에도 수사가 제자리…
175,21.06.02,"[단독] ""무더기 볼넷 줬다""…승부 조작 혐의로 영장 신청","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341346"",""링크"")",프로야구 삼성의 투수 출신 윤성환 씨에 대해서 경찰이 승부 조작 혐의로 구속 영장을 신청했습니다. 돈을 받고 경기에서 일부러 볼넷을 내주는 방식…
176,21.06.02,[단독] '회유 입증' 휴대전화 확보…성추행 가해자 영장,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341335"",""링크"")",군 당국은 부대에서 이런 2차 가해가 있었다는 정황을 입증할 증거를 피해자가 숨진 직후에 이미 확보했던 것으로도 저희 취재 결과 확인됐습니다. …
177,21.06.02,"[단독] '2차 가해' 장관도 알고 있었다…말로만 ""엄정 수사""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341334"",""링크"")",공군 중사가 부대 선임에게 성추행을 당한 이후 세상을 떠난 사건을 군 당국이 엄정 수사하겠다고 밝혔었는데 국방부와 공군 지휘부가 이미 지난주 초…
178,21.06.02,"[단독] 경찰 조사 전 ""뒷문 열고 깨운 걸로 해 달라""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341331"",""링크"")","방금 보셨던 폭행 사건이 일어나고 바로 그다음 날, 택시 기사는 폭행 영상을 이용구 차관에게 보냈습니다. 그 이후에 두 사람이 만나 합의하기로 …"
179,21.06.02,"[단독] 이용구, 목 조르고 욕설…37초 블랙박스 입수","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341330"",""링크"")","이용구 법무부 차관이 차관에 임명되기 한 달 전쯤인 지난해 11월, 술에 취해 택시기사를 폭행하는 장면이 담긴 영상을 SBS가 단독으로 입수했습…"
180,21.06.02,[단독] 이용구 택시 기사 폭행 영상 입수,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341390"",""링크"")",기사 폭행 의혹 등으로 검찰과 경찰 수사를 받고 있는 이용구 법무부 차관이 택시기사를 폭행하는 장면이 담긴 영상을 SBS가 단독 입수했습니다. …
181,21.06.02,[단독] 지난주 초 사태 파악한 지휘부…말로만 '엄정수사',"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341369"",""링크"")",공군 중사 성추행 사망 사건과 관련해 국방부와 공군 지휘부가 지난주 초 2차 가해 정황까지 인지했지만 사실상 손을 놓고 있었던 것으로 SBS 취…
182,21.06.02,[단독] 이륜차 사고로 지난해 5백 명 넘게 숨져…코로나 시대 그림자,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006341299"",""링크"")",지난해 이륜차 사고로 숨진 사람이 525명으로 집계됐습니다. 더불어민주당 임호선 의원이 경찰청으로부터 제출 받은 자료를 보면 2020년 경찰에 …
183,21.06.01,[단독] '애플카'로 거액 차익…현대차 임원 5명 더 있다,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006339850"",""링크"")",올해 초 현대자동차가 애플과 함께 자율 주행차를 개발한다는 이야기가 퍼지면서 현대차 주가가 크게 오른 적이 있었습니다. 나중에는 없던 일로 되면…
184,21.06.01,"[단독] 밥 한 덩이에 멸치볶음…""있던 애국심마저 사라져""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006339846"",""링크"")","나라 지키는 군인들이 먹는 밥이 부실하다는 소식, 저희가 뉴스에서 여러 차례 전해 드렸는데, 또 제보가 들어왔습니다. 국방부가 급식 시스템 전반…"
185,21.06.01,"[단독] 대한체육회, 바흐 IOC 위원장에게 서한 발송","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006339914"",""링크"")",일본이 도쿄올림픽 홈페이지에 독도를 자국 영토로 표시한 것과 관련해 대한체육회가 토마스 바흐 IOC 위원장에게 중재를 요구하는 공식 서한을 오늘…
186,21.06.01,"[단독] ""'애플카 시세 차익 의혹' 현대차 임원 5명 더 있다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006339909"",""링크"")",올해 초 현대자동차가 애플과 자율자동차 개발에 나선단 소문이 돌던 당시 자사 주식을 팔아 시세 차익을 남긴 혐의로 현대차 임원 5명이 추가로 금…
187,21.06.01,"[단독] 엘리베이터 뒤쫓아와 ""연락처 좀""…30대 남성 검거","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006339906"",""링크"")",모르는 여성이 홀로 사는 빌라 건물에 두 차례 침입하고 엘리베이터까지 뒤따라 들어가 연락처를 물은 30대 남성이 경찰에 붙잡혔습니다. 서울 관악…
188,21.05.31,[단독] 주한미군 음주 사고…피해 운전자도 만취,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006337917"",""링크"")","주한미군이 음주운전을 하다가 교통사고를 냈는데, 경찰 현장 조사 과정에서 피해 차량 운전자도 만취 상태였던 것이 드러났습니다. 지난 28일 밤 …"
189,21.05.28,"[단독] ""독도 삭제, 일본에 물어봐라""…정부 ""IOC 개입 요청""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006335659"",""링크"")",일본이 도쿄올림픽 홈페이지에 독도를 일본 땅인 것처럼 표시한 데 대해서 국제올림픽위원회 IOC가 그 문제에 사실상 개입할 생각이 없다는 뜻을 밝…
190,21.05.28,"[단독] IOC ""독도 표시 수정, 일본에 물어봐라""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006335693"",""링크"")",일본이 도쿄올림픽 홈페이지의 독도 표시 지도를 수정하지 않고 있는 가운데 국제올림픽위원회 IOC가 사실상 중재에 나설 의사가 없다는 뜻을 SBS…
191,21.05.28,"[단독] ""죽이겠다"" 출소한 폭력범, 피해 여성 보복폭행","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006335343"",""링크"")",징역을 살고 나온 폭력 가해자가 길에서 우연히 마주친 피해여성을 보복 폭행하는 일이 벌어졌습니다. 서울 동대문경찰서는 특정범죄 가중처벌 등에 관…
192,21.05.28,"[단독] 서초경찰서 로비 찾아와 ""마약 취해 있다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006334962"",""링크"")",마약에 취해 경찰서를 찾아와 로비에 있는 공중전화로 112 신고한 30대 남성이 경찰에 붙잡혔습니다. 서울 서초경찰서는 마약류관리에 관한 법률 …
193,21.05.27,"[단독] 안전계획서 써놓고도…""구명조끼 · 벨트 없었다""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006334413"",""링크"")",그제 경기도 화성의 한 저수지에서 점검 작업을 하던 30대 일용직 노동자가 물에 빠져 숨진 사고와 관련해 부실한 안전 관리 문제가 제기됐습니다.
194,21.05.26,"[단독] 박물관 부관장이 최대 주주…측근 지적에 ""사직""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006332798"",""링크"")",얼마 전 가상화폐인 아로와나 토큰 가격이 1천 배 넘게 올랐다가 급락했다는 소식 전해드린 적이 있습니다. 유명 기업인 한글과컴퓨터의 계열사가 투…
195,21.05.26,[단독] 책 찢고 변기에 옷 넣고…2년 넘는 따돌림,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006332851"",""링크"")",서울의 한 대형 병원 의사가 2년째 동료 의사들에게 집단 따돌림을 당하고 있다며 SBS에 고통을 호소해왔습니다. 3년 차 내과 전공의인 A 씨는…
196,21.05.26,"[단독] '아로와나 토큰' 발행사 최대 주주, 한컴 회장 측근 끊임 없는 잡음","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006332810"",""링크"")",가상화폐 아로와나 토큰은 상장 첫날 30분 만에 1천 배 이상 폭등하며 시장의 관심을 끌었습니다. 유명 중견 기업 '한글과컴퓨터그룹'이 투자를 …
197,21.05.25,[단독] '골프 접대' 또 있었다…경찰 간부 4명 수사 · 징계,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331283"",""링크"")","경찰 고위 간부들이 사업가와 부적절한 골프 여행을 갔었다고 저희가 지난달 보도한 이후에, 경찰이 한 달가량 자체 감찰을 벌였습니다. 확인 결과 …"
198,21.05.25,[단독] 주점 밤 11시 · 노래방 자정까지…서울시 추진,"=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331279"",""링크"")",사회적 거리두기와 관련해서는 서울시가 자가검사키트 도입과 함께 일부 업종의 영업시간을 연장하는 이른바 '서울형 거리두기' 최종안을 정부에 제출했…
199,21.05.25,"[단독] ""지도에서 독도 표시 삭제하라""…일본 ""수용 불가""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331272"",""링크"")","계속해서 저희가 단독 취재한 내용으로 이어가겠습니다. 일본이 도쿄올림픽 홈페이지에 독도를 일본 땅인 것처럼 표시한 데 대해서, 우리 정부가 공식…"
200,21.05.25,"[단독] ""김오수, 라임 · 옵티머스 관련 사건 변호""…수임 내역 입수","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331269"",""링크"")",국회 인사청문회를 앞둔 김오수 검찰총장 후보자가 변호사로 일하면서 수임했던 사건 내역을 저희가 입수했습니다. 그 내역을 보면 김오수 후보자는 한…
201,21.05.25,"[단독] '골프 경찰' 또 있었다…경찰, 수사 의뢰 및 징계 요구","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331329"",""링크"")",경찰 고위 간부들과 한 사업가 사이의 부적절한 골프 접대 의혹을 고발한 SBS 보도 이후 또 다른 총경급 고위 간부도 골프 접대를 받은 사실이 …
202,21.05.25,"[단독] 서울시 ""주점 · 헬스장 23시까지 영업 연장 추진""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331333"",""링크"")",서울시가 코로나19 자가검사키트 도입과 함께 매장 영업제한 시간을 업종별로 다르게 하는 이른바 '서울형 거리두기'를 추진하고 있습니다. 업종별 …
203,21.05.25,"[단독] '독도 지도' 시정 요구에…일본 ""수용 불가""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006331358"",""링크"")","일본이 도쿄올림픽 홈페이지에 올린 일본 지도에서 독도를 일본 영토처럼 보이도록 표시한 것에 대해 우리 정부가 시정을 요구했지만, 일본이 '수용 …"
204,21.05.23,"[단독] 모더나 CEO ""기술 이전할 것…백신 공장 한국 설립 검토""","=HYPERLINK(""https://news.sbs.co.kr/news/endPage.do?news_id=N1006328284"",""링크"")",한국과 손을 잡은 미국 백신 업체 모더나의 생각을 더 자세히 알아보겠습니다. SBS는 모더나 최고경영자와 한국 언론으로는 처음으로 단독 인터뷰했…
